title,console,genre,publisher,developer,critic_score,total_sales,na_sales,jp_sales,pal_sales,other_sales,release_date,na_sales_proportion,jp_sales_proportion,pal_sales_proportion,other_sales_proportion
F.E.A.R. 2: Project Origin,X360,Shooter,Warner Bros. Interactive,Monolith Productions,7.9,0.52,0.32,0.0,0.15,0.05,2009-02-10,0.6153846153846154,0.0,0.28846153846153844,0.09615384615384616
The 3rd Birthday,PSP,Role-Playing,Square Enix,HexaDrive,7.0,0.52,0.13,0.27,0.07,0.05,2011-03-29,0.25,0.5192307692307693,0.13461538461538464,0.09615384615384616
Metal Gear Solid 2: Substance,PS2,Action,Konami,Konami Computer Entertainment Japan,8.5,0.52,0.18,0.16,0.14,0.05,2003-03-03,0.34615384615384615,0.3076923076923077,0.2692307692307693,0.09615384615384616
Silent Hill: Origins,PSP,Action,Konami,Climax Group,7.8,0.52,0.22,0.04,0.16,0.1,2007-11-06,0.4230769230769231,0.07692307692307693,0.3076923076923077,0.19230769230769232
GT Pro Series,Wii,Racing,Ubisoft,MTO,3.7,0.52,0.46,0.02,0.01,0.04,2006-11-14,0.8846153846153846,0.038461538461538464,0.019230769230769232,0.07692307692307693
Way of the Samurai 3,PS3,Action,Agetec,Acquire,6.5,0.52,0.18,0.22,0.08,0.04,2009-10-13,0.34615384615384615,0.4230769230769231,0.15384615384615385,0.07692307692307693
Mystery Dungeon: Shiren the Wanderer,DS,Role-Playing,Sega,ChunSoft,7.1,0.52,0.17,0.33,0.0,0.02,2008-03-04,0.3269230769230769,0.6346153846153846,0.0,0.038461538461538464
Rune Factory 2: A Fantasy Harvest Moon,DS,Role-Playing,Natsume,Neverland Company,7.9,0.52,0.32,0.15,0.03,0.03,2008-11-18,0.6153846153846154,0.28846153846153844,0.05769230769230769,0.05769230769230769
Lair,PS3,Action,Sony Computer Entertainment,Factor 5,5.5,0.51,0.36,0.08,0.04,0.04,2007-08-30,0.7058823529411764,0.1568627450980392,0.0784313725490196,0.0784313725490196
Dynasty Warriors,PSP,Action,Tecmo Koei,Omega Force,6.6,0.51,0.18,0.3,0.0,0.02,2005-03-17,0.3529411764705882,0.5882352941176471,0.0,0.0392156862745098
Pro Evolution Soccer 2010,Wii,Sports,Konami,Konami,8.1,0.51,0.12,0.06,0.27,0.05,2009-11-10,0.23529411764705882,0.11764705882352941,0.5294117647058824,0.09803921568627451
Fire Emblem Warriors,NS,Action,Nintendo,Omega Force,7.3,0.51,0.22,0.1,0.14,0.04,2017-10-20,0.43137254901960786,0.19607843137254902,0.27450980392156865,0.0784313725490196
Dragon Ball: Raging Blast,X360,Fighting,Namco Bandai,Spike,5.8,0.51,0.36,0.02,0.08,0.04,2009-11-10,0.7058823529411764,0.0392156862745098,0.1568627450980392,0.0784313725490196
SoulCalibur: Broken Destiny,PSP,Fighting,Namco Bandai,Project Soul,8.0,0.51,0.12,0.07,0.2,0.12,2009-09-01,0.23529411764705882,0.13725490196078433,0.39215686274509803,0.23529411764705882
Bleach: Soul Resurreccion,PS3,Fighting,NIS America,Eighting,6.7,0.51,0.27,0.07,0.11,0.06,2011-08-03,0.5294117647058824,0.13725490196078433,0.21568627450980393,0.11764705882352941
Wet,X360,Shooter,Bethesda Softworks,Artificial Mind and Movement,6.9,0.5,0.23,0.01,0.21,0.05,2009-09-15,0.46,0.02,0.42,0.1
Steel Diver,3DS,Action,Nintendo,Nintendo EAD,5.6,0.5,0.31,0.05,0.1,0.04,2011-03-27,0.62,0.1,0.2,0.08
Pokémon Art Academy,3DS,Misc,Nintendo,Headstrong Games,7.8,0.5,0.18,0.17,0.12,0.03,2014-10-24,0.36,0.34,0.24,0.06
Tactics Ogre: The Knight of Lodis,GBA,Role-Playing,Atlus,Quest Corporation,8.5,0.5,0.13,0.31,0.05,0.01,2002-05-11,0.26,0.62,0.1,0.02
Picross DS,DS,Puzzle,Nintendo,Jupiter Multimedia,8.4,0.5,0.17,0.3,0.02,0.02,2007-07-30,0.34,0.6,0.04,0.04
Picross 3D,DS,Puzzle,Nintendo,HAL Laboratory,8.7,0.5,0.28,0.16,0.03,0.03,2010-05-03,0.56,0.32,0.06,0.06
Alice: Madness Returns,X360,Adventure,Electronic Arts,Spicy Horse,6.9,0.5,0.27,0.04,0.15,0.04,2011-06-14,0.54,0.08,0.3,0.08
Epic Mickey: Power of Illusion,3DS,Platform,Disney Interactive Studios,DreamRift,6.6,0.5,0.36,0.04,0.05,0.04,2012-11-18,0.72,0.08,0.1,0.08
Hometown Story,3DS,Simulation,Natsume,Toy Box,5.5,0.5,0.29,0.04,0.13,0.04,2013-10-22,0.58,0.08,0.26,0.08
Dead or Alive Ultimate,XB,Fighting,Tecmo,Team Ninja,8.1,0.5,0.3,0.08,0.1,0.02,2004-10-26,0.6,0.16,0.2,0.04
R.U.S.E.,PS3,Strategy,Ubisoft,Eugen Systems,8.0,0.5,0.18,0.02,0.22,0.08,2010-09-07,0.36,0.04,0.44,0.16
Super Monkey Ball 3D,3DS,Action,Sega,Sega,5.7,0.5,0.26,0.05,0.15,0.04,2011-03-27,0.52,0.1,0.3,0.08
Spider-Man 2,DS,Action,Activision,Vicarious Visions,6.1,0.5,0.41,0.03,0.02,0.04,2004-11-16,0.82,0.06,0.04,0.08
Fire Emblem: Radiant Dawn,Wii,Strategy,Nintendo,Intelligent Systems,7.7,0.49,0.27,0.17,0.03,0.03,2007-11-05,0.5510204081632654,0.34693877551020413,0.061224489795918366,0.061224489795918366
Kane & Lynch 2: Dog Days,X360,Shooter,Square Enix,IO Interactive,6.4,0.49,0.2,0.01,0.23,0.05,2010-08-17,0.40816326530612246,0.020408163265306124,0.46938775510204084,0.10204081632653061
Ace Combat: Assault Horizon,X360,Action,Namco Bandai,Project ACES,7.0,0.49,0.3,0.03,0.12,0.04,2011-10-11,0.6122448979591837,0.061224489795918366,0.24489795918367346,0.0816326530612245
Dynasty Warriors: Gundam 2,PS3,Action,Namco Bandai,Omega Force,5.9,0.49,0.09,0.32,0.07,0.03,2009-04-21,0.1836734693877551,0.653061224489796,0.14285714285714288,0.061224489795918366
Dragon Ball Z: Burst Limit,X360,Fighting,Atari,Dimps Corporation,7.3,0.49,0.24,0.03,0.18,0.05,2008-06-10,0.4897959183673469,0.061224489795918366,0.3673469387755102,0.10204081632653061
Animal Crossing: Amiibo Festival,WiiU,Party,Nintendo,"Nd Cube Co., Ltd.",4.8,0.49,0.23,0.1,0.12,0.04,2015-11-13,0.46938775510204084,0.20408163265306123,0.24489795918367346,0.0816326530612245
Asphalt 3D,3DS,Racing,Ubisoft,Konami,4.0,0.49,0.27,0.02,0.16,0.04,2011-03-22,0.5510204081632654,0.04081632653061225,0.326530612244898,0.0816326530612245
Crazy Taxi,GC,Racing,Acclaim Entertainment,Hitmaker,7.2,0.49,0.36,0.02,0.09,0.01,2001-11-17,0.7346938775510204,0.04081632653061225,0.1836734693877551,0.020408163265306124
DiRT 4,PS4,Racing,Deep Silver,Codemasters,8.6,0.49,0.1,0.02,0.3,0.07,2017-06-06,0.20408163265306123,0.04081632653061225,0.6122448979591837,0.14285714285714288
Alone in the Dark,X360,Adventure,Atari,Eden Studios,6.3,0.49,0.14,0.0,0.3,0.05,2008-06-23,0.28571428571428575,0.0,0.6122448979591837,0.10204081632653061
Story of Seasons: Trio of Towns,3DS,Simulation,Marvelous Interactive,Marvelous Entertainment,7.9,0.49,0.19,0.22,0.06,0.03,2017-02-28,0.3877551020408163,0.4489795918367347,0.12244897959183673,0.061224489795918366
Mario Golf: World Tour,3DS,Sports,Nintendo,Camelot Software Planning,8.1,0.49,0.14,0.18,0.15,0.03,2014-05-02,0.28571428571428575,0.3673469387755102,0.30612244897959184,0.061224489795918366
Tony Hawk's Project 8,X360,Sports,Activision,Neversoft Entertainment,8.4,0.49,0.44,0.0,0.02,0.04,2006-11-07,0.8979591836734694,0.0,0.04081632653061225,0.0816326530612245
Resident Evil: The Mercenaries 3D,3DS,Shooter,Capcom,Capcom,6.3,0.49,0.16,0.13,0.17,0.03,2011-06-28,0.326530612244898,0.2653061224489796,0.34693877551020413,0.061224489795918366
Dark Sector,X360,Shooter,D3 Publisher,Digital Extremes,7.1,0.48,0.22,0.01,0.2,0.05,2008-03-25,0.45833333333333337,0.020833333333333336,0.4166666666666667,0.10416666666666667
Children of Mana,DS,Role-Playing,Nintendo,Next Entertainment,7.0,0.48,0.16,0.29,0.01,0.01,2006-11-01,0.33333333333333337,0.6041666666666666,0.020833333333333336,0.020833333333333336
Harvest Moon 64,N64,Simulation,Natsume,Toy Box Studios,7.8,0.48,0.25,0.11,0.06,0.06,1999-11-30,0.5208333333333334,0.22916666666666669,0.125,0.125
Sonic Lost World,3DS,Platform,Sega,Dimps Corporation,5.2,0.48,0.22,0.07,0.15,0.04,2013-10-29,0.45833333333333337,0.14583333333333334,0.3125,0.08333333333333334
Crazy Taxi: Fare Wars,PSP,Racing,Sega,Sniper Studios,6.3,0.48,0.1,0.02,0.23,0.13,2007-08-07,0.20833333333333334,0.04166666666666667,0.4791666666666667,0.27083333333333337
Atelier Rorona: Alchemist of Arland,PS3,Role-Playing,NIS America,Gust,6.4,0.48,0.22,0.11,0.1,0.05,2014-06-24,0.45833333333333337,0.22916666666666669,0.20833333333333334,0.10416666666666667
Unreal Tournament III,X360,Shooter,Midway Games,Epic Games,7.8,0.47,0.25,0.01,0.17,0.05,2008-07-07,0.5319148936170213,0.021276595744680854,0.3617021276595745,0.10638297872340427
Silent Hill: Shattered Memories,Wii,Adventure,Konami,Climax Group,7.3,0.47,0.22,0.01,0.19,0.05,2009-12-08,0.46808510638297873,0.021276595744680854,0.4042553191489362,0.10638297872340427
Dark Sector,PS3,Shooter,D3 Publisher,Digital Extremes,7.2,0.47,0.23,0.01,0.16,0.07,2008-03-25,0.4893617021276596,0.021276595744680854,0.34042553191489366,0.14893617021276598
F.E.A.R. 2: Project Origin,PS3,Shooter,Warner Bros. Interactive,Monolith Productions,8.2,0.47,0.19,0.01,0.2,0.08,2009-02-10,0.4042553191489362,0.021276595744680854,0.4255319148936171,0.17021276595744683
Dead Space Extraction,Wii,Shooter,Electronic Arts,Visceral Games,8.2,0.47,0.32,0.01,0.1,0.04,2009-09-28,0.6808510638297873,0.021276595744680854,0.21276595744680854,0.08510638297872342
Final Fantasy Crystal Chronicles: Echoes of Time,DS,Role-Playing,Square Enix,Square Enix,7.7,0.47,0.12,0.27,0.06,0.02,2009-03-24,0.2553191489361702,0.574468085106383,0.1276595744680851,0.04255319148936171
Sonic Mania,NS,Platform,Sega,PagodaWest Games,8.8,0.47,0.23,0.01,0.18,0.04,2017-08-15,0.4893617021276596,0.021276595744680854,0.3829787234042553,0.08510638297872342
Two Worlds II,PS3,Role-Playing,SouthPeak Interactive,Reality Pump,6.5,0.47,0.26,0.06,0.1,0.04,2011-01-25,0.5531914893617021,0.1276595744680851,0.21276595744680854,0.08510638297872342
Dynasty Warriors Gundam,PS3,Action,Namco Bandai,Omega Force,6.4,0.47,0.14,0.31,0.01,0.02,2007-08-28,0.29787234042553196,0.6595744680851064,0.021276595744680854,0.04255319148936171
Knack 2,PS4,Platform,Sony Interactive Entertainment,SIE Japan Studio,6.7,0.47,0.14,0.01,0.25,0.07,2017-09-05,0.29787234042553196,0.021276595744680854,0.5319148936170213,0.14893617021276598
James Bond 007: Blood Stone,X360,Action,Activision,Bizarre Creations,6.2,0.47,0.2,0.0,0.23,0.05,2010-11-02,0.4255319148936171,0.0,0.4893617021276596,0.10638297872340427
2010 FIFA World Cup South Africa,PSP,Sports,EA Sports,EA Canada,6.8,0.47,0.09,0.03,0.23,0.12,2010-04-27,0.19148936170212766,0.06382978723404255,0.4893617021276596,0.2553191489361702
Viva Pinata: Trouble in Paradise,X360,Simulation,Microsoft Game Studios,Rare Ltd.,8.5,0.47,0.16,0.01,0.25,0.05,2008-09-02,0.34042553191489366,0.021276595744680854,0.5319148936170213,0.10638297872340427
FlingSmash,Wii,Action,Nintendo,Artoon,3.8,0.47,0.37,0.07,0.01,0.02,2010-11-07,0.7872340425531915,0.14893617021276598,0.021276595744680854,0.04255319148936171
Detective Pikachu,3DS,Adventure,Nintendo,Creatures Inc.,7.1,0.47,0.15,0.12,0.17,0.03,2018-03-23,0.3191489361702128,0.2553191489361702,0.3617021276595745,0.06382978723404255
Alien Trilogy,PS,Shooter,Acclaim Entertainment,Probe Entertainment Limited,8.0,0.47,0.24,0.04,0.16,0.03,1997-09-01,0.5106382978723404,0.08510638297872342,0.34042553191489366,0.06382978723404255
Luigi's Mansion,3DS,Adventure,Nintendo,GREZZO,7.3,0.47,0.19,0.09,0.16,0.03,2018-10-12,0.4042553191489362,0.19148936170212766,0.34042553191489366,0.06382978723404255
Fantavision,PS2,Puzzle,Sony Computer Entertainment,SCEI,8.0,0.47,0.14,0.19,0.11,0.04,2000-10-25,0.29787234042553196,0.4042553191489362,0.23404255319148937,0.08510638297872342
Mario Sports Superstars,3DS,Sports,Nintendo,Namco Bandai Games,6.0,0.46,0.18,0.13,0.12,0.03,2017-03-24,0.3913043478260869,0.2826086956521739,0.2608695652173913,0.06521739130434782
Need for Speed: Hot Pursuit,Wii,Racing,Electronic Arts,Exient Entertainment,5.0,0.46,0.17,0.0,0.24,0.05,2010-11-16,0.3695652173913044,0.0,0.5217391304347826,0.10869565217391304
Classic NES Series: Pac-Man,GBA,Puzzle,Nintendo,Nintendo,5.7,0.46,0.25,0.12,0.09,0.01,2004-06-02,0.5434782608695652,0.2608695652173913,0.19565217391304346,0.021739130434782608
Red Faction: Armageddon,PS3,Shooter,THQ,Volition Inc.,7.0,0.46,0.2,0.03,0.15,0.07,2011-06-07,0.43478260869565216,0.06521739130434782,0.3260869565217391,0.15217391304347827
Hyrule Warriors: Definitive Edition,NS,Action,Nintendo,Omega Force,8.0,0.46,0.21,0.07,0.15,0.03,2018-05-18,0.45652173913043476,0.15217391304347827,0.3260869565217391,0.06521739130434782
.hack//Outbreak Part 3,PS2,Role-Playing,Bandai,CyberConnect2,7.1,0.46,0.14,0.17,0.11,0.04,2003-09-09,0.30434782608695654,0.3695652173913044,0.23913043478260868,0.08695652173913043
Vandal Hearts,PS,Role-Playing,Konami,Konami Computer Entertainment Tokyo,7.7,0.45,0.14,0.19,0.09,0.03,1997-03-27,0.3111111111111111,0.4222222222222222,0.19999999999999998,0.06666666666666667
PES 2009: Pro Evolution Soccer,Wii,Sports,Konami,Konami,8.4,0.45,0.09,0.05,0.26,0.05,2009-03-17,0.19999999999999998,0.11111111111111112,0.5777777777777778,0.11111111111111112
F.E.A.R. 3,PS3,Shooter,Warner Bros. Interactive,Day 1 Studios,7.8,0.45,0.21,0.01,0.16,0.07,2011-06-21,0.4666666666666666,0.022222222222222223,0.35555555555555557,0.15555555555555556
Phantasy Star Online Episode I & II,GC,Role-Playing,Sega,Sonic Team,8.2,0.45,0.23,0.16,0.06,0.01,2002-10-29,0.5111111111111111,0.35555555555555557,0.13333333333333333,0.022222222222222223
Enter the Matrix,GC,Action,Atari,Shiny Entertainment,6.5,0.45,0.34,0.02,0.09,0.01,2003-05-14,0.7555555555555555,0.044444444444444446,0.19999999999999998,0.022222222222222223
Bleach: The Blade of Fate,DS,Fighting,Sega,"Treasure Co., Ltd.",8.2,0.45,0.29,0.12,0.01,0.03,2007-10-09,0.6444444444444444,0.26666666666666666,0.022222222222222223,0.06666666666666667
Sid Meier's Civilization Revolution,DS,Strategy,2K Games,Firaxis,8.2,0.45,0.37,0.02,0.03,0.03,2008-07-08,0.8222222222222222,0.044444444444444446,0.06666666666666667,0.06666666666666667
Dynasty Warriors: Strikeforce,PSP,Action,Tecmo Koei,Omega Force,6.4,0.45,0.03,0.38,0.02,0.02,2009-04-28,0.06666666666666667,0.8444444444444444,0.044444444444444446,0.044444444444444446
Burnout Dominator,PSP,Racing,Electronic Arts,Criterion Games,7.8,0.45,0.02,0.01,0.38,0.05,2007-03-06,0.044444444444444446,0.022222222222222223,0.8444444444444444,0.11111111111111112
F.E.A.R. 3,X360,Shooter,Warner Bros. Interactive,Day 1 Studios,7.8,0.45,0.3,0.01,0.11,0.04,2011-06-21,0.6666666666666666,0.022222222222222223,0.24444444444444444,0.08888888888888889
SOCOM: U.S. Navy SEALs Fireteam Bravo 3,PSP,Shooter,Sony Computer Entertainment,Slant Six Games,7.5,0.45,0.17,0.06,0.13,0.09,2010-02-16,0.37777777777777777,0.13333333333333333,0.2888888888888889,0.19999999999999998
Virtua Tennis 4,PS3,Sports,Sega,Sega-AM2,6.4,0.45,0.09,0.03,0.24,0.08,2011-05-10,0.19999999999999998,0.06666666666666667,0.5333333333333333,0.17777777777777778
Eternal Sonata,PS3,Role-Playing,Namco Bandai,Tri-Crescendo,8.3,0.44,0.19,0.07,0.12,0.05,2008-10-21,0.4318181818181818,0.15909090909090912,0.2727272727272727,0.11363636363636365
Hyperdimension Neptunia,PS3,Role-Playing,NIS America,Compile Heart,5.3,0.44,0.22,0.07,0.1,0.04,2011-02-15,0.5,0.15909090909090912,0.2272727272727273,0.09090909090909091
The Darkness,X360,Shooter,2K Games,Starbreeze,8.3,0.44,0.36,0.01,0.04,0.03,2007-06-25,0.8181818181818181,0.022727272727272728,0.09090909090909091,0.06818181818181818
Resistance: Burning Skies,PSV,Shooter,Sony Computer Entertainment,Nihilistic Software,4.8,0.44,0.18,0.02,0.16,0.08,2012-05-29,0.40909090909090906,0.045454545454545456,0.36363636363636365,0.18181818181818182
Shin Megami Tensei: Devil Survivor Overclocked,3DS,Role-Playing,Atlus,Career Soft,7.6,0.44,0.34,0.06,0.01,0.04,2011-08-23,0.7727272727272728,0.13636363636363635,0.022727272727272728,0.09090909090909091
Samurai Warriors 3,Wii,Action,Nintendo,Omega Force,5.1,0.44,0.09,0.32,0.02,0.01,2010-09-27,0.20454545454545453,0.7272727272727273,0.045454545454545456,0.022727272727272728
Hey! Pikmin,3DS,Platform,Nintendo,Arzest,6.8,0.44,0.17,0.17,0.08,0.03,2017-07-28,0.3863636363636364,0.3863636363636364,0.18181818181818182,0.06818181818181818
Yu-Gi-Oh! 5D's Tag Force 4,PSP,Strategy,Konami,Konami,7.0,0.44,0.19,0.12,0.07,0.05,2009-11-17,0.4318181818181818,0.2727272727272727,0.15909090909090912,0.11363636363636365
Tetris Axis,3DS,Puzzle,Nintendo,Hudson Soft,7.8,0.44,0.2,0.06,0.14,0.03,2011-10-02,0.4545454545454546,0.13636363636363635,0.31818181818181823,0.06818181818181818
2014 FIFA World Cup Brazil,X360,Sports,EA Sports,EA Canada,7.3,0.44,0.15,0.0,0.25,0.03,2014-04-15,0.3409090909090909,0.0,0.5681818181818182,0.06818181818181818
Chocobo Racing,PS,Racing,Square EA,SquareSoft,5.4,0.44,0.07,0.3,0.05,0.03,1999-07-31,0.15909090909090912,0.6818181818181818,0.11363636363636365,0.06818181818181818
Star Fox: Zero,WiiU,Shooter,Nintendo,Nintendo EPD,6.7,0.44,0.2,0.09,0.12,0.03,2016-04-22,0.4545454545454546,0.20454545454545453,0.2727272727272727,0.06818181818181818
NBA 2K18,NS,Sports,2K Sports,Visual Concepts,7.5,0.43,0.3,0.03,0.06,0.04,2017-09-19,0.6976744186046512,0.06976744186046512,0.13953488372093023,0.09302325581395349
Def Jam Icon,PS3,Action,Electronic Arts,Unknown,6.6,0.43,0.16,0.0,0.19,0.07,2007-03-06,0.37209302325581395,0.0,0.4418604651162791,0.16279069767441862
Atelier Totori: The Adventurer of Arland,PS3,Role-Playing,NIS America,Gust,7.8,0.43,0.12,0.21,0.07,0.03,2011-09-27,0.27906976744186046,0.4883720930232558,0.16279069767441862,0.06976744186046512
Sin and Punishment: Star Successor,Wii,Shooter,Nintendo,"Treasure Co., Ltd.",8.4,0.43,0.19,0.06,0.14,0.03,2010-06-27,0.4418604651162791,0.13953488372093023,0.32558139534883723,0.06976744186046512
Doom (2016),NS,Shooter,Bethesda Softworks,id Software,8.2,0.43,0.24,0.01,0.15,0.04,2017-11-10,0.5581395348837209,0.023255813953488372,0.3488372093023256,0.09302325581395349
OkamiDen,DS,Adventure,Capcom,Capcom,8.3,0.43,0.21,0.13,0.07,0.02,2011-03-15,0.4883720930232558,0.3023255813953489,0.16279069767441862,0.046511627906976744
007: Quantum of Solace,PS2,Shooter,Activision,Treyarch,7.8,0.43,0.17,0.0,0.0,0.26,2008-11-04,0.39534883720930236,0.0,0.0,0.6046511627906977
Castlevania: Dawn of Sorrow,DS,Platform,Konami,Konami,8.9,0.43,0.34,0.03,0.03,0.03,2005-10-04,0.7906976744186047,0.06976744186046512,0.06976744186046512,0.06976744186046512
Mischief Makers,N64,Platform,Nintendo,"Treasure Co., Ltd.",6.5,0.43,0.25,0.07,0.06,0.06,1997-10-01,0.5813953488372093,0.16279069767441862,0.13953488372093023,0.13953488372093023
2010 FIFA World Cup South Africa,Wii,Sports,EA Sports,EA Canada,6.8,0.42,0.23,0.01,0.15,0.04,2010-04-27,0.5476190476190477,0.02380952380952381,0.35714285714285715,0.09523809523809525
Zack & Wiki: Quest for Barbaros' Treasure,Wii,Adventure,Capcom,Capcom,8.7,0.42,0.18,0.03,0.16,0.04,2007-10-23,0.42857142857142855,0.07142857142857142,0.380952380952381,0.09523809523809525
Castlevania: The Dracula X Chronicles,PSP,Platform,Konami,Konami,8.0,0.42,0.22,0.04,0.09,0.07,2007-10-23,0.5238095238095238,0.09523809523809525,0.21428571428571427,0.16666666666666669
Vanquish,X360,Shooter,Sega,PlatinumGames,8.3,0.42,0.19,0.03,0.16,0.04,2010-10-19,0.4523809523809524,0.07142857142857142,0.380952380952381,0.09523809523809525
Castlevania: Curse of Darkness,PS2,Action,Konami,Konami,7.2,0.42,0.18,0.05,0.14,0.05,2005-11-01,0.42857142857142855,0.11904761904761905,0.33333333333333337,0.11904761904761905
Battlefield 2: Modern Combat,X360,Shooter,Electronic Arts,Digtal Illusions,7.8,0.41,0.35,0.01,0.02,0.03,2006-04-11,0.8536585365853658,0.024390243902439025,0.04878048780487805,0.07317073170731707
Armored Core,PS,Simulation,Sony Computer Entertainment,From Software,7.2,0.41,0.13,0.16,0.09,0.03,1997-10-31,0.3170731707317073,0.3902439024390244,0.21951219512195122,0.07317073170731707
Zone of the Enders: The 2nd Runner,PS2,Simulation,Konami,Konami Computer Entertainment Japan,8.6,0.41,0.15,0.11,0.12,0.04,2003-03-10,0.36585365853658536,0.2682926829268293,0.2926829268292683,0.0975609756097561
Rune Factory 3: A Fantasy Harvest Moon,DS,Role-Playing,Natsume,Neverland Company,8.0,0.41,0.26,0.1,0.03,0.02,2010-11-09,0.6341463414634146,0.24390243902439027,0.07317073170731707,0.04878048780487805
Nintendo Labo: Toy-Con 03 Vehicle Kit,NS,Racing,Nintendo,Nintendo EPD,7.0,0.41,0.16,0.06,0.15,0.03,2018-09-14,0.3902439024390244,0.14634146341463414,0.36585365853658536,0.07317073170731707
NiGHTS: Journey of Dreams,Wii,Platform,Sega,Sonic Team,7.0,0.41,0.32,0.04,0.02,0.03,2007-12-18,0.7804878048780488,0.0975609756097561,0.04878048780487805,0.07317073170731707
BlazBlue: Continuum Shift,PS3,Fighting,Aksys Games,Arc System Works,8.7,0.41,0.21,0.09,0.08,0.04,2010-07-27,0.5121951219512195,0.21951219512195122,0.1951219512195122,0.0975609756097561
Katamari Forever,PS3,Puzzle,Namco Bandai,Bandai Namco Games,7.3,0.41,0.26,0.06,0.05,0.04,2009-09-22,0.6341463414634146,0.14634146341463414,0.12195121951219513,0.0975609756097561
Ogre Battle 64: Person of Lordly Caliber,N64,Role-Playing,Atlus,Quest Corporation,9.1,0.41,0.1,0.25,0.02,0.04,2000-10-07,0.24390243902439027,0.6097560975609756,0.04878048780487805,0.0975609756097561
Castlevania: Portrait of Ruin,DS,Platform,Konami,Konami,8.5,0.4,0.31,0.04,0.02,0.03,2006-12-05,0.7749999999999999,0.09999999999999999,0.049999999999999996,0.075
No More Heroes 2: Desperate Struggle,Wii,Action,Ubisoft,Grasshopper Manufacture,8.5,0.4,0.2,0.04,0.11,0.03,2010-01-26,0.5,0.09999999999999999,0.27499999999999997,0.075
Yu-Gi-Oh! 5D's Stardust Accelerator: World Championship 2009,DS,Action,Konami,Konami,7.5,0.4,0.27,0.09,0.01,0.03,2009-05-19,0.675,0.22499999999999998,0.024999999999999998,0.075
